Submission Date,Architect,Architect URL,Email,Address,Project Name,Project Location (Europe or UK),List Materials,Photographer,Photographer URL,Construction Type (select all that apply),Year of Project Completion,Image Rights,Project Built Area,"Professional Scope (your role in this project, select all that apply)",Project Typology (select all that apply),Short Project Description
"Jul 30, 2025",ADAPTIEF ARCHITECTUUR,https://www.adaptiefarchitectuur.be/projecten/s-piegel,laurent@adaptiefarchitectuur.be,"Mariakerksesteenweg 17 Drongen, 9031 Belgium",SPIEGEL,"Gent, Belgium","Name Material: Hempcrete, Name Supplier: Exie, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Internal insulation of the front facade, Estimate what % of the project is built with this material: 5%, URL: https://www.exie.be/en/products/canacrete 
Name Material: Cork (Isokurk), Name Supplier: Eurabo, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: External insulation of rear facade, all flat roof insulation, Estimate what % of the project is built with this material: 10%, URL: https://www.eurabo.be/nl/producten/isokurk-facade-bd 
Name Material: Recup trespa, Name Supplier: Rotor, Select all applicable material categories: Circular
Local, Describe where the material is used: Finishing shared exterior wall, Estimate what % of the project is built with this material: 5%, URL: https://rotordc.com/shop  
Name Material: Recycled facade bricks, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Rear facade, Estimate what % of the project is built with this material: 5%
Name Material: Durat, Name Supplier: Durat and Timmerwerkt, Select all applicable material categories: Circular, Describe where the material is used: Kitchen and bathroom countertop, Estimate what % of the project is built with this material: 1%, URL: https://durat.fi/en/pages/solid-surface 
Name Material: cellulose  IQ3, Name Supplier: Isoproc, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Insulation of timber frame walls extension, Estimate what % of the project is built with this material: 5%, URL: https://www.isoproc.be/en/products/iq3 
Name Material: Grass insulation, Name Supplier: Gramitherm, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: insulation of all interior walls, Estimate what % of the project is built with this material: 10%, URL: https://gramitherm.eu/products/?lang=en 
Name Material: Recycled switches, door handles, lighting, Name Supplier: Recup, Select all applicable material categories: Circular, Describe where the material is used: Everywhere, Estimate what % of the project is built with this material: 5%
Name Material: Recycled tiles, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Hall, toilet, Estimate what % of the project is built with this material: 1%
Name Material: Recycled window, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Vide, Estimate what % of the project is built with this material: 1%",Luc Roymans,https://www.roymans.com/,"Extension / Addition
Renovation",2024,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,175,Architecture,Residential,"SPIEGEL is a circular renovation and ecological extension using a timber frame. The terraced house was stripped and rebuilt using bio-ecological and reclaimed materials. A sustainable and light design where reuse, daylight, and warm tactility are central."
"Jul 29, 2025",brasebin terrisse,https://www.instagram.com/brasebin.terrisse/?hl=en,brasebin.terrisse@gmail.com,"RUE T'KINT 46 Brussels, 1000 Belgium",No Time to Waste,"Tallinn, Estonia","Name Material: Limestone leftovers, Name Supplier: HM Stone, Select all applicable material categories: Circular
Local, Describe where the material is used: Gabion wall filling (structural + aesthetic), Estimate what % of the project is built with this material: 20%, URL: https://hmstone.ee/en/ 
Name Material: Bricks, Name Supplier: Paljassaare waste management containers, Select all applicable material categories: Circular
Local, Describe where the material is used: Gabion wall filling (structural + aesthetic), Estimate what % of the project is built with this material: 15%, URL: https://www.tallinn.ee/et/ringmajanduskeskus/paljassaare-jaatmejaam 
Name Material: Concrete paving slabs from demolition, Name Supplier: Tallinn City: Järveotsa promenaad, Select all applicable material categories: Circular
Local, Describe where the material is used: Gabion wall filling (structural + aesthetic) and base of the permanent benches, Estimate what % of the project is built with this material: 20%, URL: https://www.tallinn.ee/et/kaasamine/jarveotsa 
Name Material: Metal profile, Name Supplier: Secondhand (marketplace), Select all applicable material categories: Circular
Local, Describe where the material is used: Structure, Estimate what % of the project is built with this material: 10%
Name Material: Wood beams, Name Supplier: Secondhand (marketplace), Select all applicable material categories: Biodegradable
Circular
Local, Describe where the material is used: Structure, Estimate what % of the project is built with this material: 10%
Name Material: Corrugated Metallic sheets leftover, Name Supplier: Ruukki, Select all applicable material categories: Circular
Local, Describe where the material is used: Roof cladding, Estimate what % of the project is built with this material: 5%, URL: https://www.ruukki.com/roofing/products/roofing-sheets 
Name Material: Thermo-treated timber leftover, Name Supplier: Thermory, Select all applicable material categories: Circular
Local, Describe where the material is used: Pavilion furniture, Estimate what % of the project is built with this material: 5%, URL: https://thermory.com/wood-treatments/#thermally 
Name Material: Silicate bricks, Name Supplier: Paljassaare waste management containers, Select all applicable material categories: Circular
Local, Describe where the material is used: Gabion wall filling (structural + aesthetic), Estimate what % of the project is built with this material: 15%, URL: https://www.tallinn.ee/et/ringmajanduskeskus/lillekula-ringmajanduskeskus ",Gregor Jürna,https://www.gregorjurna.com/,New Build,2024,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,30,Architecture,Institutional / Public,"The project is an urban exploration, dedicated to matters of public space and re-use. Made entirely of leftover material, using gabions as structural walls, the pavilion becomes an evolutive infrastructure, promoting principles of circular construction in tandem with a collaborative methodology."
"Jul 29, 2025",Steinbach Schimmel Architekten,https://www.steinbach-schimmel.de/wohnscheune-kleinhirschbach-2/,info@steinbach-schimmel.de,"Bahnhofstraße 14 Öhringen, 74613 Germany",Office in a Barn,"Öhringen, Germany","Name Material: Hemp stuffing wool, Name Supplier: Hanffaser Fabrik Uckermark eG, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Roof insulation, Estimate what % of the project is built with this material: 15%, URL: https://www.hanffaser.de/produkte/schuett-hanf-daemmwolle 
Name Material: Clay-hemp loose fill LLS 400, Name Supplier: Hanffaser Fabrik Uckermark eG, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Interior wall insulation, Estimate what % of the project is built with this material: 15%, URL: https://www.hanffaser.de/produkte/lls-wanddaemmung  
Name Material: Base and finish coat made of clay, Name Supplier: Claytec, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Clay plaster for walls, ceilings, and roof areas, Estimate what % of the project is built with this material: 10%, URL: https://claytec.de/en/product/clay-plasters/clay-topcoat-fine-06/ 
Name Material: Oak wooden windows, Name Supplier: Fensterbau Weber Kupferzell, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Windows, Estimate what % of the project is built with this material: 5%, URL: https://www.weberfensterbau.de/produkte-und-leistungen-weber-fensterbau/fenster/118-holzfenster 
Name Material: Black steel, Name Supplier: Schlosserei Schmid Öhringen, Select all applicable material categories: Circular, Describe where the material is used: Stairs, power outlets, switches, furniture, Estimate what % of the project is built with this material: 5%, URL: https://www.schlossereischmid.de/ ",Christoph Steinbach,https://www.steinbach-schimmel.de/,Conversion / Adaptive Reuse,2020,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,170,Architecture,Commercial,"Through the renovation, a landscape architecture firm expands its office. A black steel staircase sculpture connects all levels and recalls the barn’s original use. Natural materials like clay, wood, and concrete link old and new, creating a timeless architectural intervention."
"Jul 29, 2025",ROOILIJN architectuur,https://rooilijn.be/projecten/detail?detailitem=1759,luc@rooilijn.be,"Gitschotellei 248 Antwerpen, 2140 Belgium",MOORKENS,"Antwerp, Belgium","Name Material: Hempcrete, Name Supplier: Exie, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Internal insulation of the front facade, Estimate what % of the project is built with this material: 5%, URL: https://www.exie.be/en/products/canacrete 
Name Material: Isokurk, Name Supplier: Eurabo, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: External cork insulation of rear facade, all flat roof insulation, Estimate what % of the project is built with this material: 10%, URL: https://www.eurabo.be/nl/producten/isokurk-facade-bd 
Name Material: Recup trespa, Name Supplier: Rotor, Select all applicable material categories: Circular
Local, Describe where the material is used: Finishing shared exterior wall, Estimate what % of the project is built with this material: 5%, URL: https://rotordc.com/shop  
Name Material: Recycled facade bricks, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Rear facade, Estimate what % of the project is built with this material: 5%
Name Material: Durat, Name Supplier: Durat and Timmerwerkt, Select all applicable material categories: Circular, Describe where the material is used: Kitchen and bathroom countertop, Estimate what % of the project is built with this material: 1%, URL: https://durat.fi/en/pages/solid-surface 
Name Material: cellulose  IQ3 , Name Supplier: isoproc, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Insulation of timber frame walls extension, Estimate what % of the project is built with this material: 5%, URL: https://www.isoproc.be/en/products/iq3 
Name Material: Grass insulation, Name Supplier: Gramitherm, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Insulation of all interior walls, Estimate what % of the project is built with this material: 10%, URL: https://gramitherm.eu/?lang=en 
Name Material: Recycled switches, door handles, lighting, Name Supplier: Recup, Select all applicable material categories: Circular, Describe where the material is used: Everywhere, Estimate what % of the project is built with this material: 5% 
Name Material: Recycled tiles, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Hall, toilet, Estimate what % of the project is built with this material: 1%
Name Material: Recycled window, Name Supplier: Originating from demolition, Select all applicable material categories: Circular
Local, Describe where the material is used: Vide, Estimate what % of the project is built with this material: 1%",Dieter Daniëls,https://www.dieterdaniels.be/category/architectuur-interieur/,"Extension / Addition
Renovation",2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,97,"Architecture
Interior Architecture",Residential,"This house in Antwerp is undergoing a renovation of the rear extension, featuring a compact bathroom and a spacious dining area. The design focuses on a harmonious space connected to the green garden and uses natural materials such as hempcrete, wood, and clay, creating a pleasant atmosphere."
"Jul 29, 2025",Behles & Jochimsen Architekten BDA,https://www.behlesjochimsen.de/de/projekte/kreativinstitut-ostwestfalen-lippe-1/,jochimsen@behlesjochimsen.de,"Wikingerufer 7 Berlin, 10555 Germany",KreativInsititut.OWL,"Detmold, Germany","Name Material: Bresta Brettstapel-Massivholzsystem (timber-concrete ceiling), Name Supplier: Tschopp Holzbau / CH, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Timber-concrete composite ceiling with acoustic qualities in the wooden section of the building, Estimate what % of the project is built with this material: 20%, URL: https://www.tschopp-holzbau.ch/1/BRESTA 
Name Material: Sheep's wool, Name Supplier: Tschopp Holzbau / CH, Bresta Brettstapel-Massivholzsystem, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Covers the strips of mineral wool that acoustically dampen the rooms, Estimate what % of the project is built with this material: 1%, URL: https://www.tschopp-holzbau.ch/1/BRESTA ",Marcus Bredt,https://www.marcusbredt.de/?fbclid=PAZXh0bgNhZW0CMTEAAaeKT5CdUres3n-TkDX9WeAnXHzIDuQWYxF0qOL0Vy6deQjuiW3bwd9ocOMe6w_aem_NWr-r7bdF-yHsITxTRvhjQ,New Build,2023,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,1750,"Architecture
Interior Architecture",Institutional / Public,"A timber structure with an advanced timber-concrete composite ceiling sits between two cores made of concrete. Mineral wool is arranged between the individual slats of the board stacks, which remain visible, and is covered on the room side by strips of sheep's wool to acoustically dampen the rooms."
"Jul 29, 2025",mor& architectes,https://mor.archi/projets.php,mudry@mor.archi,"av. ritz 36 sion, 1950 Switzerland",EPCA,"Sion, Switzerland","Name Material: Glass tiles, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: Facades, Estimate what % of the project is built with this material: 30%
Name Material: Brick facings, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: Interior walls and facades, Estimate what % of the project is built with this material: 40%",Nicolas Sedlatchek,https://nicolassedlatchek.ch/,"Renovation
Conversion / Adaptive Reuse",2022,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,250,Architecture,"Institutional / Public
Industrial","the transformation aimed to highlight the pre-existing architectural qualities of these buildings by clarifying the spaces and the structure. 
remarkable elements such as the concrete baseboards, the brick facings, the glass paste tiles as well as the circular skylights were particularly highlighted"
"Jul 29, 2025",mor& architectes,https://mor.archi/projets.php,mudry@mor.archi,"av. ritz 36 sion, 1950 Switzerland",CATE,"Sion, Switzerland","Name Material: Wooden beams & floor, Name Supplier: Local heritage, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Walls, ceilings and structure, Estimate what % of the project is built with this material: 80%",Nicolas Sedlatchek,https://nicolassedlatchek.ch/,"Renovation
Conversion / Adaptive Reuse",2021,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,55,Architecture,Residential,transformation of a warehouse into an apartment in an ancient house in the old town of sion. the project highlights the presence of existing materials in order to highlight them. the new elements fits delicately into this ensemble.
"Jul 29, 2025",mor& architectes,https://mor.archi/projet.php?id=44,mudry@mor.archi,"av. ritz 36 sion, 1950 Switzerland",SILO,"Sion, Switzerland","Name Material: Concrete structure of the grain silo, Name Supplier: Local heritage, Select all applicable material categories: Local, Describe where the material is used: Structure, Estimate what % of the project is built with this material: 80%",Nicolas Sedlatchek,https://nicolassedlatchek.ch/,Conversion / Adaptive Reuse,2020,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,398,Architecture,"Residential
Mixed-use","The project involved the restoration and redevelopment of the former silos of the sion mills. previously unused, this heritage-listed building was renovated in keeping with its historical status."
"Jul 29, 2025",ORGA architect,https://www.orga-architect.nl/projecten/huis-in-een-heuvel/,info@orga-architect.nl,"Van Goorstraat 4 Nijmegen, 6512ED Netherlands",Forest Meadow House,"Utrechtse Heuvelrug, Netherlands","Name Material: Naoshima charred wood cladding, Name Supplier: Zwarthout, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 5%, URL: https://zwarthout.com/products/naoshima/ 
Name Material: Fraké laminated wood window- and doorframes, Name Supplier: Platowood, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Window- and doorframes, Estimate what % of the project is built with this material: 1%, URL: https://www.platowood.com/products/types-of-wood/platowood-frake-en/ 
Name Material: Fraké heat treated wooden cladding, Name Supplier: Platowood, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 5%, URL: https://www.platowood.com/products/types-of-wood/platowood-frake-en/ 
Name Material: Thermoflat wood fibre insulation, Name Supplier: Gutex, Select all applicable material categories: Biobased, Describe where the material is used: Roof insulation, Estimate what % of the project is built with this material: 5%, URL: https://www.gutex.de/produkte-systeme/daemmstoffe?p=3&s=index 
Name Material: Cross Laminated Timber prefab wall and floor elements, Name Supplier: Heko Spanten, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Structural walls and floors, Estimate what % of the project is built with this material: 20%, URL: https://www.hekospanten.nl/producten/clt-wand-vloer-en-dakelementen/ ",Robert Koelewijn,https://www.baerz.com/en/people/robert-koelewijn-20cd0dad4a,New Build,2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,320,Architecture,Residential,"Embedded in a hillside forest meadow, this residence is the end result of a holistic design process with architect, interior decorator and landscape designer. Colors, textures, and spaces work together as a whole to offer a biophilic living experience fully connected to the natural surroundings."
"Jul 29, 2025",ORGA architect,https://www.orga-architect.nl/projecten/biofilische-school-de-verwondering/,info@orga-architect.nl,"Van Goorstraat 4 Nijmegen, 6512ED Netherlands",Primary school De Verwondering,"Almere, Netherlands","Name Material: Nobelwood cladding, Name Supplier: Foreco, Select all applicable material categories: Biobased, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 5%, URL: https://www.foreco.nl/en/products/nobelwood 
Name Material: Lignatur timber box elements, Name Supplier: Lignatur, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Prefab combined floor/ceiling elements with natural insulation , Estimate what % of the project is built with this material: 5%, URL: https://www.lignatur.ch/en/product/lignatur-element/lignatur-easy 
Name Material: Unbaked clay bricks, Name Supplier: ClayTec, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Interior walls, Estimate what % of the project is built with this material: 1%, URL: https://claytec.de/en/product/clay-bricks-and-rammed-earth/ 
Name Material: Marmoleum flooring, Name Supplier: Forbo, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Floor finishing, Estimate what % of the project is built with this material: 1%, URL: https://www.forbo.com/flooring/en-uk/commercial-products/marmoleum/c0aq3g 
Name Material: Multitherm wood fibre insulation, Name Supplier: Gutex, Select all applicable material categories: Biobased, Describe where the material is used: Wall insulation, Estimate what % of the project is built with this material: 10%, URL: https://gutex.co.uk/product-range/products/product/gutex-multitherm/ ",Ruben Visser,https://www.rubenvisserthooft.com/,New Build,2019,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,2050,Architecture,Education,"De Verwondering is the first of a new generation of school buildings that seek to (re)connect children to nature through its presence in architecture, interior design and landscape. Better learning and more nature awareness in future generations through biophilic and regenerative design."
"Jul 28, 2025",Barbara Philomena Schnetzler,https://barbaraschnetzler.ch/werke-raum-2/,info@barbaraschnetzler.ch,"hauensteinstr. 118 Basel, 4059 Switzerland",Bienenskulptur,"Dornach, Switzerland","Name Material: Clay, Name Supplier: Excavated clay from the site, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: The complete walls are constructed with clay on a wooden structure, Estimate what % of the project is built with this material: 35%
Name Material: Cedarwood, Name Supplier: Sourced from local Campus, Select all applicable material categories: Biobased
Local, Describe where the material is used: The complete walls are constructed with clay on a wooden structure, Estimate what % of the project is built with this material: 50%
Name Material: Plaster, Name Supplier: Lehmwerk, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: The complete walls are constructed with clay on a wooden structure, Estimate what % of the project is built with this material: 15%, URL: http://www.lehmwerk.ch/index.html ",Barbara Philomena Schnetzler,https://barbaraschnetzler.ch/,New Build,2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,9,Architecture,walk-in sculpture,The Beesculpture is a space for Bees and Humans. The exterior design shows the negative form of a bee cell and reflects the basic hexagonal structure of bees. The 7 meter high space was built  with sustainable materials in a collaborative effort with many volunteers. A space for contemplation.
"Jul 28, 2025",ORGA architect,https://www.orga-architect.nl/projecten/natuurlijk-leven/,info@orga-architect.nl,"Van Goorstraat 4 Nijmegen, 6512ED Netherlands",Nature Retreat Westbroek,"Westbroek, Netherlands","Name Material: Marugame charred wood cladding, Name Supplier: Zwarthout, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 5%, URL: https://zwarthout.com/products/marugame/ 
Name Material: Thermoflex wood fibre insulation, Name Supplier: Gutex, Select all applicable material categories: Biobased, Describe where the material is used: Wall insulation, Estimate what % of the project is built with this material: 10%, URL: https://www.gutex.de/produkte-systeme/daemmstoffe?s=index 
Name Material: Clay plaster, Name Supplier: ClayTec, Select all applicable material categories: Biobased, Describe where the material is used: Interior wall finishing, Estimate what % of the project is built with this material: 1%, URL: https://claytec.de/en/product/clay-plasters/ 
Name Material: Flax insulated timber roof elements, Name Supplier: Isovlas, Select all applicable material categories: Biobased, Describe where the material is used: Prefab insulated roof elements for both buildings, Estimate what % of the project is built with this material: 10%, URL: https://www.isovlas.nl/bouwisolatie/ 
Name Material: Western Red Cedar shakes, Name Supplier: Gras Wood Wide, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Roof cladding for the restored haystack, Estimate what % of the project is built with this material: 1%, URL: https://www.graswoodwide.com/de/western-red-cedar/ ",Ruben Visser,https://www.rubenvisserthooft.com/,"New Build
Restoration",2021,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,290,Architecture,Recreation,"Designed as a place for urban professionals to reconnect with nature, these biophilic buildings made of wood nudge the occupants to go outdoors. Biobased materials, plenty of daylight, luscious green roofs, and transparent facades blur the lines between the man-made and the natural world."
"Jul 28, 2025",Sampling,https://sampling.lv/en/project/ALA,liene@sampling.lv,"Baznicas 7 Riga, LV1010 Latvia",Augstine's Garden,"Riga, Latvia","Name Material: Reclaimed bricks on site, Name Supplier: Existing building, Select all applicable material categories: Circular
Local, Describe where the material is used: Facade, interior and landscape, Estimate what % of the project is built with this material: 60%
Name Material: Reclaimed steel beams on site, Name Supplier: Existing building, Select all applicable material categories: Circular
Local, Describe where the material is used: Lintels, Estimate what % of the project is built with this material: 15%
Name Material: Reclaimed wooden beams on site, Name Supplier: Existing building, Select all applicable material categories: Circular
Local, Describe where the material is used: Construction (see interior), Estimate what % of the project is built with this material: 5%",Madara Kuplā,https://www.madarakupla.com/,Conversion / Adaptive Reuse,2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,830,"Architecture
Interior Architecture",Residential,"Augustine's Garden is a residential ensemble resulting of a transformation of former low-rise industrial buildings in the courtyard of a 1900s quarter. The site is converted into a contemporary urban garden, and the post-industrial aesthetic of the buildings reflects the concept of adaptive reuse."
"Jul 27, 2025",atelier ma,http://www.ma-atelier.fr/,s.delloue@ma-atelier.fr,"9 Rue du Dieu de Marcq Lille, 59800 France",Les promenades d'Icare,"Hem, France","Name Material: Tile Sk1n, Name Supplier: HDF distribution, Select all applicable material categories: Biobased, Describe where the material is used: Tile in elevation, Estimate what % of the project is built with this material: 70%, URL: https://www.hdfdistribution.com/carrelage-de-facade/ 
Name Material: Grass Insulation, Name Supplier: Gramitherm Europe SA, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Insultation in a wooden Shape mannequin, Estimate what % of the project is built with this material: 90%, URL: https://gramitherm.eu/products/?lang=en",Laurene Delloue,http://www.ma-atelier.fr/,Renovation,2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,15940,Architecture,Residential,"Ambitious energy renovation project for 250 homes, using the ENERGIESPRONG methodology for industrial mass building and performance improvement.
The elevation adopts a classic contemporary style. A specific tile is proposed. With a 7 cm exposure, it reinvents the rhythm and vibration of the brick."
"Jul 25, 2025",Studio Méditerranée,https://www.studiomediterranee.com/beaucastel,contact@studiomediterranee.works,"56 bis Av. Eisenhower Avignon, 84000 France",Château de Beaucastel,"Courthézon, France","Name Material: Dry Rammed Site Concrete, Name Supplier: Our site concrete is a material we develop on site specifically for this project. It is mix of Miocene sand and gravel out of the project excavation ( 50%) , reused crashed concrete from demolished building on site ( 40% ), Saint Astier lime or white ciment and a tiny bit of water, Select all applicable material categories: Circular
Local, Describe where the material is used: It is used for vertical load-bearing structures (walls, columns, cellar vaults), and gallery and cellar floors, and as well as for the mashrabiya of the wind towers. (see detail pictures) The leftover of this mixture have been grinned and sieved into a pigment used for finishing coats such as paints and plasters., Estimate what % of the project is built with this material: 50%
Name Material: Rammed Earth, Name Supplier: Clay extracted locally on site from the project excavations, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Rammed earth has been used for the construction of load-bearing walls in the family house and for the garden boundary walls., Estimate what % of the project is built with this material: 20%
Name Material: Earth plaster, Name Supplier: The earth and hemp plaster is a material we developed on site, based on the technique of the lime and hemp plaster, but we reduced the amount of lime, and added organic earth harvested from the land, and developed several version of  if described below depending of the use., Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: The Earth plaster has been put to various uses: with hemp, inside, in order to insulate the old house, with sand from the site to make the exterior plasters, with clay to create the painted plinth of the new buildings and with casein, lime and natural pigments to protect and paint the wooden ceilings., Estimate what % of the project is built with this material: 10%
Name Material: Reclaimed stones, Name Supplier: Stones reclaimed and reused from old buildings, Select all applicable material categories: Biodegradable
Circular
Local, Describe where the material is used: The reclaimed stones were used to build the fountains and outdoor benches in the main courtyard and the olive tree courtyard., Estimate what % of the project is built with this material: 1%
Name Material: Reclaimed Wood, Name Supplier: Reclaimed wood from the original roof beams of the historic house, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Reclaimed wood was reused to built (1) several wooden furniture dispatched in the project (2) windows of the caretaker house and (3) built the kitchen stair case., Estimate what % of the project is built with this material: 5%","Iwan Baan, Michael Falgren",https://michaelfalgren.com/,"Extension / Addition
Renovation",2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,8400,"Architecture
Interior Architecture","Residential
Mixed-use
Industrial","At Beaucastel, water, wind, soil, and sun shape an architecture rooted in place, using excavation earth for cellars and walls and a rain-fed cistern that supports winemaking and cools interiors passively. Lime, clay, earth, sand, wood, stone ensure an aging well and self-sufficiency project."
"Jul 24, 2025",delavegacanolasso,https://delavegacanolasso.com/Rosa-Maria-house,ignacio@delavegacanolasso.com,"calle fresnos 21 Madrid, 28210 Spain",Rosa María house,"Madrid, Spain","Name Material: Terracotta, Name Supplier: Barbaria, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: interior and exterior floors, Estimate what % of the project is built with this material: 30%, URL: https://www.barbarialand.com/about ","Paco Marín, Studio cafecito",https://www.pacomarinphoto.com/,New Build,2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,320,Architecture,Residential,"Two patios organize a fluid transition between interior and exterior, enhancing light, views, and climate control. Natural materials like lime, pine, and terracotta promote tactility, durability, and circularity through prefabrication and passive design strategies"
"Jul 24, 2025",NOTAN OFFICE,https://www.notanoffice.be/projects/duchesse,notan@notanoffice.be,"Av. de la Crouonne 382 Brussels, 1050 Belgium",DUCHESSE,"Brussels, Belgium","Name Material: Porphyry, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: Landscape. The existing porphyry is redistributed for the pathway., Estimate what % of the project is built with this material: 1%
Name Material: Concrete Portico, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: Structure of central building. The old structure is reused in an otherway to hold the new construction., Estimate what % of the project is built with this material: 5% 
Name Material: Doors, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: Existing doors, refurbished and reused for most doors, Estimate what % of the project is built with this material: 5%
Name Material: Wooden beam, Name Supplier: /, Select all applicable material categories: Circular
Local, Describe where the material is used: The former wooden structure is cut and reused for stability in parts of the project, Estimate what % of the project is built with this material: 1%
Name Material: Front building, Name Supplier: /, Select all applicable material categories: Local, Describe where the material is used: the front building, originaly a house, is transformed in 3 units with small intervention in order to keep as much as possible., Estimate what % of the project is built with this material: 30%
Name Material: Concrete landscape floor, Name Supplier: /, Select all applicable material categories: Local, Describe where the material is used: to complete the landscape path, the former concrete floor has been cut and kept., Estimate what % of the project is built with this material: 1%",Stijn Bolaert,https://www.stijnbollaert.com/,"New Build
Renovation
Conversion / Adaptive Reuse",2022,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,1080,"Architecture
Landscape",Residential,"An existing building and two former industrial halls are transformed into varied housing around a shared green space. The project preserves key heritage elements, enhances natural light and privacy, and promotes community through adaptive reuse and collective outdoor areas."
